,source_id,plume_lat,plume_lon,candidate_id,date,time,qplume,sigma_qplume,active_flair_detected,inactive_flair_detected
631,P00211,32.30632732,-103.9315685,ang20191022t172245-1,2019-10-22,17:22:45,667.865143,184.737768,False,False
632,P00068,32.26272241,-103.9346132,ang20191022t172245-2,2019-10-22,17:22:45,1433.41707,257.601424,False,False
633,P00158,32.26994218,-103.9749623,ang20191022t172245-3,2019-10-22,17:22:45,591.472582,160.866025,False,False
634,P00409,32.2125034,-103.9785378,ang20191022t172245-4,2019-10-22,17:22:45,1087.00898,221.028245,False,False
635,P00282,32.19195131,-103.9851295,ang20191022t172245-5,2019-10-22,17:22:45,1145.46976,295.951295,False,False
636,P00410,32.19828896,-103.9963588,ang20191022t172245-6,2019-10-22,17:22:45,738.022974,216.329007,False,False
637,P00411,32.15232737,-103.9990369,ang20191022t172245-7,2019-10-22,17:22:45,1088.49016,253.118484,False,False
638,P00283,32.06515737,-103.882131,ang20191022t173357-1,2019-10-22,17:33:57,686.557315,163.170308,False,False
639,P00203,32.06609021,-103.9391392,ang20191022t173357-2,2019-10-22,17:33:57,822.297711,206.574426,False,False
640,P00398,32.04280107,-103.9470792,ang20191022t173357-3,2019-10-22,17:33:57,979.430489,281.664496,True,False
641,P00334,32.0480233,-104.0606832,ang20191022t173357-4,2019-10-22,17:33:57,335.165058,85.2209305,False,False
642,P00050,32.0259532,-104.1179887,ang20191022t173357-5,2019-10-22,17:33:57,445.180222,104.037419,False,False
643,P00412,31.99866694,-104.1242987,ang20191022t175031-1,2019-10-22,17:50:31,486.449161,144.033397,False,False
644,P00087,31.78131869,-104.0659329,ang20191022t175031-2,2019-10-22,17:50:31,1540.05485,356.354911,False,False
645,P00413,31.77902718,-104.0961528,ang20191022t175031-3,2019-10-22,17:50:31,817.604072,214.700485,False,False
646,P00040,31.64861907,-104.0123531,ang20191022t180237-1,2019-10-22,18:02:37,235.685922,159.90494,False,False
647,P00414,31.6606929,-103.8665808,ang20191022t180237-2,2019-10-22,18:02:37,258.919313,103.680038,False,False
648,P00415,31.90156705,-103.7172988,ang20191022t181138-1,2019-10-22,18:11:38,1795.08883,332.518404,False,False
649,P00416,31.7411154,-103.632937,ang20191022t181138-5,2019-10-22,18:11:38,1097.7532,204.094067,False,False
650,P00020,31.70241253,-103.5801032,ang20191022t181138-6,2019-10-22,18:11:38,610.733461,353.132275,False,False
651,P00417,32.19967075,-103.6825386,ang20191022t182432-1,2019-10-22,18:24:32,199.62106,28.8447488,False,False
652,P00068,32.26300433,-103.9345831,ang20191022t183431-1,2019-10-22,18:34:31,1438.28335,251.345637,False,False
653,P00409,32.21227474,-103.9787079,ang20191022t183431-2,2019-10-22,18:34:31,483.133189,148.60456,False,False
654,P00019,32.18676914,-103.9929546,ang20191022t183431-3,2019-10-22,18:34:31,859.303733,209.786884,False,False
655,P00021,32.15038227,-103.9962575,ang20191022t183431-4,2019-10-22,18:34:31,237.12126,80.5581046,False,False
656,P00418,32.15404105,-104.0165509,ang20191022t183431-5,2019-10-22,18:34:31,378.830352,206.694902,False,False
657,P00419,32.13797739,-104.0452984,ang20191022t183431-6,2019-10-22,18:34:31,595.595866,343.953977,False,False
658,P00367,32.06450099,-103.8806142,ang20191022t184525-1,2019-10-22,18:45:25,1068.59326,273.621483,False,False
659,P00203,32.06579601,-103.9392634,ang20191022t184525-2,2019-10-22,18:45:25,469.963609,149.89772,False,False
660,P00398,32.04289238,-103.9471745,ang20191022t184525-3,2019-10-22,18:45:25,666.331013,206.569272,True,False
661,P00420,32.0197469,-104.3110349,ang20191022t184525-4,2019-10-22,18:45:25,1437.13695,384.470685,False,False
662,P00046,31.998207,-104.1256334,ang20191022t190019-1,2019-10-22,19:00:19,1182.83019,235.431484,False,False
663,P00038,31.78021653,-104.0966612,ang20191022t190019-2,2019-10-22,19:00:19,1048.60839,350.165439,False,False
664,P00083,31.78152326,-104.0728244,ang20191022t190019-3,2019-10-22,19:00:19,1512.57028,530.731584,False,False
665,P00421,31.74531592,-104.0625417,ang20191022t190019-4,2019-10-22,19:00:19,1216.22649,347.902249,False,False
666,P00040,31.64864446,-104.0125226,ang20191022t191141-1,2019-10-22,19:11:41,194.570444,126.497043,False,False
667,P00037,31.62725518,-104.0366401,ang20191022t191141-2,2019-10-22,19:11:41,464.9197,185.613225,False,False
668,P00160,31.9030655,-103.7163256,ang20191022t192048-1,2019-10-22,19:20:48,2722.05107,639.4439,False,False
669,P00133,31.74037336,-103.6343297,ang20191022t192048-2,2019-10-22,19:20:48,516.711043,170.015323,False,False
670,P00020,31.70254992,-103.5802515,ang20191022t192048-3,2019-10-22,19:20:48,398.759684,106.353192,False,False
671,P00134,31.67588856,-103.569245,ang20191022t192048-4,2019-10-22,19:20:48,451.379534,201.629945,False,False
672,P00282,32.19270883,-103.9855005,ang20191022t194233-1,2019-10-22,19:42:33,665.519349,197.752852,False,False
673,P00422,31.96752186,-103.2881129,ang20191022t194943-3,2019-10-22,19:49:43,1897.61227,518.884726,False,False
674,P00423,31.97299184,-103.6215219,ang20191022t194943-8,2019-10-22,19:49:43,1055.15789,174.584207,False,False
675,P00424,32.0069571,-103.7338779,ang20191022t194943-9,2019-10-22,19:49:43,2510.90649,832.10717,False,False
676,P00425,32.34157049,-103.7224972,ang20191023t145837-5,2019-10-23,14:58:37,2732.42037,1076.72508,False,False
677,P00426,32.30969498,-103.7732048,ang20191023t145837-7,2019-10-23,14:58:37,1842.73117,612.457056,False,False
678,P00427,32.30576896,-103.8029146,ang20191023t145837-8,2019-10-23,14:58:37,1029.92022,361.793978,False,False
679,P00428,32.40333313,-103.6189823,ang20191023t151141-4,2019-10-23,15:11:41,629.150066,410.311658,False,False
680,P00425,32.34158792,-103.7225636,ang20191023t151141-5,2019-10-23,15:11:41,818.558745,396.702098,False,False
681,P00429,32.30910646,-103.7403438,ang20191023t151141-6,2019-10-23,15:11:41,641.03288,404.713044,False,False
682,P00426,32.30966125,-103.7727399,ang20191023t151141-7,2019-10-23,15:11:41,1266.55511,677.204657,False,False
683,P00347,32.28220502,-103.7915823,ang20191023t151141-8,2019-10-23,15:11:41,1494.41396,1016.30771,False,False
684,P00430,32.31361103,-103.7165131,ang20191023t152801-3,2019-10-23,15:28:01,583.444223,430.181492,False,False
685,P00429,32.30897018,-103.7401951,ang20191023t152801-4,2019-10-23,15:28:01,554.222189,353.287058,False,False
686,P00156,32.28444596,-103.7417877,ang20191023t152801-5,2019-10-23,15:28:01,2070.15847,1228.05972,False,False
687,P00347,32.28185465,-103.7907712,ang20191023t152801-6,2019-10-23,15:28:01,1220.14765,734.528515,False,False
688,P00431,32.20956636,-103.8469277,ang20191023t152801-9,2019-10-23,15:28:01,151.856721,79.8683453,False,False
689,P00432,32.51382065,-103.2885483,ang20191023t154154-4,2019-10-23,15:41:54,979.725051,278.404112,False,False
690,P00433,32.34033132,-103.6042341,ang20191023t154154-5,2019-10-23,15:41:54,228.849673,151.116659,False,False
691,P00156,32.28427734,-103.7417513,ang20191023t154154-6,2019-10-23,15:41:54,799.855592,519.615235,False,False
692,P00434,32.21003749,-103.8090452,ang20191023t154154-7,2019-10-23,15:41:54,626.980321,435.328897,False,False
693,P00435,32.38648618,-103.4814334,ang20191023t155808-2,2019-10-23,15:58:08,141.222878,59.6810526,False,False
694,P00434,32.21016473,-103.8089771,ang20191023t155808-4,2019-10-23,15:58:08,1082.84365,657.294826,False,False
695,P00436,32.29809517,-103.5560492,ang20191023t161300-2,2019-10-23,16:13:00,274.797914,122.523643,False,False
696,P00437,32.23936585,-103.6477802,ang20191023t161300-3,2019-10-23,16:13:00,158.968707,101.323038,False,False
697,P00268,32.18779028,-103.7316939,ang20191023t161300-4,2019-10-23,16:13:00,2122.62135,1222.88493,False,False
698,P00438,32.18291376,-103.7762383,ang20191023t161300-5,2019-10-23,16:13:00,111.96968,62.9180596,False,False
699,P00439,32.31250481,-103.4551462,ang20191023t162847-1,2019-10-23,16:28:47,495.988686,146.525624,False,False
700,P00440,32.24973387,-103.572958,ang20191023t162847-2,2019-10-23,16:28:47,1152.62259,496.228572,False,False
701,P00395,32.25736587,-103.5976539,ang20191023t162847-3,2019-10-23,16:28:47,187.355426,96.1952922,True,False
702,P00349,32.20029547,-103.6835551,ang20191023t162847-4,2019-10-23,16:28:47,181.750517,92.9762949,False,False
703,P00441,32.18431268,-103.7310134,ang20191023t162847-5,2019-10-23,16:28:47,2287.43131,1370.86386,False,False
704,P00442,32.15689208,-103.7371997,ang20191023t162847-6,2019-10-23,16:28:47,512.468453,302.104233,False,False
705,P00393,32.31183728,-103.4545144,ang20191023t164221-1,2019-10-23,16:42:21,306.932133,120.779649,False,False
706,P00389,32.24390438,-103.5490603,ang20191023t164221-2,2019-10-23,16:42:21,157.514373,49.0708736,False,False
707,P00443,32.22457752,-103.5714779,ang20191023t164221-4,2019-10-23,16:42:21,52.458571,24.5920677,False,False
708,P00444,32.20729154,-103.6013457,ang20191023t164221-5,2019-10-23,16:42:21,224.245901,67.6289695,True,False
709,P00349,32.2002533,-103.6836081,ang20191023t164221-6,2019-10-23,16:42:21,270.66581,123.902019,False,False
710,P00075,32.14319498,-103.7392335,ang20191023t164221-7,2019-10-23,16:42:21,182.278847,104.513347,False,False
711,P00445,32.42873641,-103.2108653,ang20191023t165811-1,2019-10-23,16:58:11,144.733061,25.9214919,False,False
712,P00446,32.31134473,-103.3814928,ang20191023t165811-2,2019-10-23,16:58:11,396.938486,187.481269,False,False
713,P00388,32.24889702,-103.5210907,ang20191023t165811-3,2019-10-23,16:58:11,185.325011,70.746013,False,False
714,P00447,32.23979497,-103.5477232,ang20191023t165811-5,2019-10-23,16:58:11,627.893883,167.242458,False,False
715,P00448,32.19747914,-103.5594786,ang20191023t165811-6,2019-10-23,16:58:11,337.630423,90.9830963,False,False
716,P00444,32.20716696,-103.6006772,ang20191023t165811-7,2019-10-23,16:58:11,282.494751,119.429248,True,False
717,P00220,32.15168716,-103.6389543,ang20191023t165811-8,2019-10-23,16:58:11,181.538151,67.7361065,False,False
718,P00449,32.09326377,-103.7353314,ang20191023t165811-9,2019-10-23,16:58:11,929.275108,533.241737,False,False
719,P00450,32.20365976,-103.4692565,ang20191023t172753-2,2019-10-23,17:27:53,220.294527,103.415048,False,False
720,P00003,32.11613536,-103.6265573,ang20191023t172753-3,2019-10-23,17:27:53,272.596032,77.5077686,False,False
721,P00451,32.19478939,-103.4365513,ang20191023t174017-1,2019-10-23,17:40:17,270.463335,47.1358708,False,False
722,P00452,32.1387682,-103.5652394,ang20191023t174017-2,2019-10-23,17:40:17,471.456689,127.336145,False,False
723,P00453,32.08086664,-103.6736313,ang20191023t174017-3,2019-10-23,17:40:17,270.348439,66.0323733,False,False
724,P00385,32.09527567,-103.5453442,ang20191023t175603-1,2019-10-23,17:56:03,214.610429,53.5987183,False,False
725,P00454,32.02192765,-103.7125152,ang20191023t175603-2,2019-10-23,17:56:03,322.505596,99.1513504,False,False
726,P00455,32.13725985,-103.4500001,ang20191023t180821-1,2019-10-23,18:08:21,174.602322,33.7236233,False,False
727,P00385,32.09504539,-103.5452804,ang20191023t180821-2,2019-10-23,18:08:21,181.439267,29.254573,False,False
728,P00456,32.07704004,-103.533607,ang20191023t180821-3,2019-10-23,18:08:21,43.9611115,21.2341333,False,False
729,P00457,32.03481689,-103.5810424,ang20191023t180821-4,2019-10-23,18:08:21,381.611544,79.6836551,False,False
730,P00458,32.25685115,-103.1940836,ang20191023t182357-1,2019-10-23,18:23:57,438.574468,98.1528135,False,False
731,P00459,32.06561782,-103.5318436,ang20191023t182357-2,2019-10-23,18:23:57,71.7608152,13.984771,False,False
732,P00457,32.03464994,-103.5808813,ang20191023t182357-3,2019-10-23,18:23:57,385.552997,83.2682939,False,False
733,P00007,32.02798747,-103.5706247,ang20191023t183654-2,2019-10-23,18:36:54,387.6445,72.9469716,False,False
734,P00423,31.97304899,-103.6209525,ang20191023t183654-3,2019-10-23,18:36:54,198.22301,30.5370274,False,False
735,P00460,31.97393063,-103.546948,ang20191023t185210-3,2019-10-23,18:52:10,103.287883,27.4879817,False,False
736,P00015,31.93002547,-103.6214791,ang20191023t185210-4,2019-10-23,18:52:10,312.839547,104.0735,False,True
737,P00461,32.20205928,-103.1336261,ang20191023t190429-1,2019-10-23,19:04:29,231.380308,62.1537316,False,False
738,P00460,31.97412881,-103.5469996,ang20191023t190429-2,2019-10-23,19:04:29,83.2329516,33.5081539,False,False
739,P00015,31.93036712,-103.6218324,ang20191023t190429-3,2019-10-23,19:04:29,621.297926,271.891045,False,True
740,P00377,32.15431445,-103.1236683,ang20191023t191942-1,2019-10-23,19:19:42,810.858224,312.666826,False,False
741,P00462,31.93638787,-103.5381753,ang20191023t191942-2,2019-10-23,19:19:42,215.572182,99.1205617,False,True
742,P00463,32.18019933,-103.0450502,ang20191023t193139-1,2019-10-23,19:31:39,616.316919,158.758539,False,True
743,P00377,32.15397275,-103.1232012,ang20191023t193139-2,2019-10-23,19:31:39,469.54029,163.112057,False,False
744,P00374,32.08809954,-103.1718934,ang20191023t194035-3,2019-10-23,19:40:35,554.133585,207.39017,False,False
745,P00464,32.0599385,-103.0151345,ang20191023t194035-7,2019-10-23,19:40:35,584.878704,196.543188,False,False
746,P00465,31.4458665,-101.462355,ang20191025t161146-1,2019-10-25,16:11:46,2788.64876,1117.12791,False,False
747,P00176,31.50258785,-101.7236208,ang20191025t165545-4,2019-10-25,16:55:45,5637.00737,451.174154,False,False
748,P00466,31.51267716,-101.5883241,ang20191025t171141-2,2019-10-25,17:11:41,1599.07748,599.022291,False,False
749,P00467,31.51696224,-102.0330729,ang20191025t171141-3,2019-10-25,17:11:41,1366.02378,418.77675,False,False
750,P00468,31.5452681,-101.4727956,ang20191025t173025-1,2019-10-25,17:30:25,2404.08787,289.582224,False,False
751,P00469,31.62754166,-101.9412076,ang20191025t182152-3,2019-10-25,18:21:52,1496.59179,495.644425,False,False
752,P00470,31.64156342,-101.4739926,ang20191025t184057-1,2019-10-25,18:40:57,1251.24631,452.827072,False,False
753,P00471,31.64767583,-101.4819798,ang20191025t184057-2,2019-10-25,18:40:57,1123.98215,267.01797,False,False
754,P00175,31.64778695,-101.7667132,ang20191025t184057-4,2019-10-25,18:40:57,1431.85098,328.719035,False,False
755,P00469,31.62749096,-101.9412264,ang20191025t184057-5,2019-10-25,18:40:57,1729.07647,1125.18191,False,False
756,P00472,31.68479752,-101.8804727,ang20191025t191752-2,2019-10-25,19:17:52,1605.61609,641.584473,False,False
757,P00473,31.68988298,-101.971976,ang20191025t191752-3,2019-10-25,19:17:52,581.875064,192.040018,False,False
758,P00474,31.7353496,-101.7971216,ang20191025t195446-4,2019-10-25,19:54:46,1683.57049,564.537935,False,False
759,P00156,32.28344664,-103.7418151,ang20190922t192642-A,2019-09-22,19:26:42,296.6767318,98.75581053,False,False
760,P00119,32.244361,-103.711379,ang20190922t192642-B,2019-09-22,19:26:42,640.968143,190.1381734,False,False
761,P00349,32.20066656,-103.6840487,ang20190922t192642-C,2019-09-22,19:26:42,285.7811578,73.32234083,False,False
762,P00475,32.166625,-103.685468,ang20190922t194340-A,2019-09-22,19:43:40,1091.242729,310.0285044,False,False
763,P00476,33.00158128,-102.8153831,ang20190922t203229-A,2019-09-22,20:32:29,1054.020943,622.9693314,True,False
764,P00477,33.00311,-102.82751,ang20190922t203229-B,2019-09-22,20:32:29,242.3690202,112.144464,False,False
765,P00478,31.74628082,-103.2872741,ang20190923t163307-A,2019-09-23,16:33:07,419.7539721,109.6046894,False,False
766,P00479,31.73373775,-103.282711,ang20190923t163307-B,2019-09-23,16:33:07,612.2835925,143.2654573,False,False
767,P00480,31.84433774,-103.3737401,ang20190923t163307-C,2019-09-23,16:33:07,391.4720024,45.06523982,False,False
768,P00481,32.08957894,-103.567264,ang20190923t163307-D,2019-09-23,16:33:07,155.6382927,50.7120289,False,False
769,P00003,32.11602827,-103.6266083,ang20190923t163307-E,2019-09-23,16:33:07,1027.05861,333.6008699,False,False
770,P00482,31.78441657,-103.3204512,ang20190923t163307-F,2019-09-23,16:33:07,432.4084353,118.7292545,False,False
771,P00001,32.21211694,-103.6970855,ang20190923t163307-G,2019-09-23,16:33:07,934.4303004,276.7161308,False,False
772,P00156,32.283928,-103.741858,ang20190923t163307-H,2019-09-23,16:33:07,668.1475667,77.20536355,False,False
773,P00484,32.200507,-103.684161,ang20190923t163307-J,2019-09-23,16:33:07,383.749938,122.3229614,False,False
774,P00218,32.10848791,-103.6570021,ang20190923t170747-A,2019-09-23,17:07:47,381.0252811,96.14175169,False,False
775,P00485,32.04875211,-103.5836002,ang20190923t170747-B,2019-09-23,17:07:47,612.3415524,163.0097944,False,False
776,P00486,31.96891674,-103.5651586,ang20190923t170747-C,2019-09-23,17:07:47,629.4820655,128.2298265,False,False
777,P00487,31.75298534,-103.3839121,ang20190923t170747-D,2019-09-23,17:07:47,205.9498017,52.67921021,False,False
778,P00488,31.834322,-103.488418,ang20190923t172416-A,2019-09-23,17:24:16,640.9088204,208.3548895,False,False
779,P00489,31.70121078,-103.3691573,ang20190923t172416-B,2019-09-23,17:24:16,170.3880868,39.40282944,False,False
780,P00454,32.02262183,-103.7128474,ang20190923t174142-A,2019-09-23,17:41:42,630.7864836,134.4317669,False,False
781,P00491,31.73472117,-103.4720251,ang20190923t174142-C,2019-09-23,17:41:42,667.1255234,217.2038476,False,False
782,P00492,31.65761964,-103.4005075,ang20190923t174142-D,2019-09-23,17:41:42,361.4135527,107.172417,False,False
783,P00493,31.641566,-103.490287,ang20190923t181729-A,2019-09-23,18:17:29,729.323802,199.4861759,False,False
784,P00496,32.14518497,-103.8788758,ang20190923t181729-D,2019-09-23,18:17:29,97.48068317,26.1554532,False,False
785,P00497,31.999277,-103.74871,ang20190923t181729-E,2019-09-23,18:17:29,531.1021735,217.2232274,False,False
786,P00062,32.21149363,-103.9637033,ang20190923t181729-F,2019-09-23,18:17:29,385.7722524,76.56271754,False,False
787,P00498,31.898982,-103.713162,ang20190923t183439-A,2019-09-23,18:34:39,487.1907336,185.5100894,False,False
788,P00134,31.67627084,-103.569003,ang20190923t183439-B,2019-09-23,18:34:39,534.1301957,84.53307326,False,False
789,P00499,31.967093,-103.86324,ang20190923t185208-A,2019-09-23,18:52:08,540.0119141,147.5735771,False,False
790,P00500,31.61925927,-103.5594277,ang20190923t185208-B,2019-09-23,18:52:08,349.6401022,125.9442018,False,False
791,P00501,31.604626,-103.567958,ang20190923t185208-C,2019-09-23,18:52:08,174.2647683,61.37056714,False,True
792,P00502,32.16591473,-104.0952977,ang20190923t192543-A,2019-09-23,19:25:43,252.3347201,51.69476473,False,True
793,P00503,32.06439751,-104.0504814,ang20190923t192543-B,2019-09-23,19:25:43,111.6109464,35.46146805,False,False
794,P00198,31.94194005,-103.9106105,ang20190923t192543-C,2019-09-23,19:25:43,85.45160631,32.19047441,False,False
795,P00504,31.92763474,-103.8940893,ang20190923t192543-D,2019-09-23,19:25:43,187.219294,87.56156472,False,False
796,P00298,31.8718421,-103.8604224,ang20190923t192543-E,2019-09-23,19:25:43,173.062009,79.23097785,False,False
797,P00506,31.842145,-103.883842,ang20190923t194235-A,2019-09-23,19:42:35,140.0104626,61.16253365,False,False
798,P00143,31.78372571,-103.8428146,ang20190923t194235-B,2019-09-23,19:42:35,120.8458942,54.70600344,False,False
799,P00026,31.50176358,-103.6226034,ang20190923t194235-C,2019-09-23,19:42:35,96.51639797,43.47206345,False,False
800,P00507,31.825349,-103.962147,ang20190923t195907-A,2019-09-23,19:59:07,238.3817356,109.0653376,False,False
801,P00508,31.50345068,-101.9037993,ang20190924t165836-A,2019-09-24,16:58:36,333.7060734,137.1552785,False,False
802,P00509,32.46085047,-101.9088498,ang20190924t172057-A,2019-09-24,17:20:57,374.2858981,81.94153718,False,False
803,P00511,32.12033049,-101.8896271,ang20190924t172057-C,2019-09-24,17:20:57,358.7560947,114.3968253,False,False
804,P00512,31.98976636,-101.876826,ang20190924t172057-D,2019-09-24,17:20:57,364.1440129,109.6593134,False,False
805,P00360,31.88891481,-101.868356,ang20190924t172057-E,2019-09-24,17:20:57,326.5623025,85.65766551,False,False
806,P00513,31.61066094,-101.8772156,ang20190924t172057-F,2019-09-24,17:20:57,325.5288399,143.3530037,False,False
807,P00360,31.88898671,-101.868365,ang20190924t174538-A,2019-09-24,17:45:38,327.9758125,61.69124925,False,False
808,P00514,31.60910304,-101.7849892,ang20190924t181121-A,2019-09-24,18:11:21,236.3979319,47.34747902,False,False
809,P00515,31.83003678,-101.808066,ang20190924t181121-B,2019-09-24,18:11:21,295.7223314,56.38502525,False,False
810,P00180,31.86931,-101.824257,ang20190924t181121-C,2019-09-24,18:11:21,931.8897908,328.4437824,False,False
811,P00516,32.11336607,-101.7936699,ang20190924t181121-D,2019-09-24,18:11:21,299.8469296,43.56642477,False,False
812,P00517,31.773863,-101.758912,ang20190924t183641-A,2019-09-24,18:36:41,447.9894555,101.9739527,False,False
813,P00519,31.74305129,-101.7392315,ang20190924t183641-D,2019-09-24,18:36:41,405.8393045,144.4383517,False,False
814,P00521,31.75935185,-101.7499669,ang20190924t183641-F,2019-09-24,18:36:41,279.8865322,45.91279377,False,False
815,P00006,32.99884954,-102.8124697,ang20190924t193726-A,2019-09-24,19:37:26,682.9107209,146.5535329,False,False
816,P00107,31.743421,-104.106078,ang20190926t152524-A,2019-09-26,15:25:24,882.56483,270.9432616,False,False
817,P00373,31.637422,-104.064269,ang20190926t152524-B,2019-09-26,15:25:24,791.7045369,259.340236,False,False
818,P00522,31.80782743,-104.1258468,ang20190926t154314-B,2019-09-26,15:43:14,321.4729047,131.7966627,False,False
819,P00183,31.48270668,-103.8309234,ang20190926t154314-C,2019-09-26,15:43:14,282.0579198,58.73196844,False,False
820,P00523,32.16214695,-104.3444678,ang20190926t160016-A,2019-09-26,16:00:16,99.12754695,31.8345904,False,False
821,P00524,32.0008797,-104.2168191,ang20190926t160016-B,2019-09-26,16:00:16,31.10532583,20.63779546,False,False
822,P00525,31.78124602,-104.0638334,ang20190926t160016-C,2019-09-26,16:00:16,200.3597647,68.22438046,False,False
823,P00183,31.48242955,-103.8308036,ang20190926t160016-D,2019-09-26,16:00:16,487.3075143,64.79850785,False,False
824,P00147,31.825092,-104.048601,ang20190926t161748-A,2019-09-26,16:17:48,174.2618799,76.7073829,False,False
825,P00526,31.648032,-103.814192,ang20190926t163428-A,2019-09-26,16:34:28,670.2880626,241.6834639,False,False
826,P00527,31.771469,-103.952458,ang20190926t163428-B,2019-09-26,16:34:28,384.5838067,117.7574776,False,False
827,P00528,31.90492,-104.038487,ang20190926t163428-C,2019-09-26,16:34:28,141.1086093,44.21682786,False,False
828,P00529,31.870392,-104.035448,ang20190926t163428-D,2019-09-26,16:34:28,338.6537735,145.9975271,False,False
829,P00187,31.918908,-104.053355,ang20190926t163428-E,2019-09-26,16:34:28,220.1651534,78.44868481,False,False
830,P00526,31.64848043,-103.8136136,ang20190926t165202-A,2019-09-26,16:52:02,133.5915943,23.75961753,False,False
831,P00530,31.884101,-103.949494,ang20190926t165202-B,2019-09-26,16:52:02,298.0660454,127.5427703,False,False
832,P00531,31.88248559,-103.959036,ang20190926t165202-C,2019-09-26,16:52:02,123.8841093,67.12190345,False,False
833,P00532,31.79738264,-103.9305925,ang20190926t165202-D,2019-09-26,16:52:02,134.1400618,58.4139561,False,False
834,P00533,31.98101693,-104.0624627,ang20190926t165202-E,2019-09-26,16:52:02,195.4880121,54.79758169,False,False
835,P00533,31.98143593,-104.0623586,ang20190926t171159-A,2019-09-26,17:11:59,128.3334776,34.80319828,False,False
836,P00534,31.769913,-103.910938,ang20190926t171159-B,2019-09-26,17:11:59,462.1519058,176.4470574,False,False
837,P00535,32.05182645,-104.1175389,ang20190926t171159-C,2019-09-26,17:11:59,124.1640793,51.86796365,False,False
838,P00536,32.189254,-104.206581,ang20190926t171159-D,2019-09-26,17:11:59,848.8112783,285.2427043,False,False
839,P00091,32.022708,-104.119458,ang20190926t171159-E,2019-09-26,17:11:59,97.66509068,29.60082676,False,False
840,P00536,32.189538,-104.205951,ang20190926t172904-A,2019-09-26,17:29:04,919.5151465,290.655757,False,False
841,P00503,32.06412633,-104.0511763,ang20190926t172904-B,2019-09-26,17:29:04,269.6904103,108.419611,False,False
842,P00335,31.92448096,-103.9620882,ang20190926t172904-C,2019-09-26,17:29:04,268.5315794,83.72255157,False,False
843,P00530,31.88440067,-103.9497408,ang20190926t172904-D,2019-09-26,17:29:04,654.682639,180.2191335,False,False
844,P00143,31.783612,-103.842519,ang20190926t172904-E,2019-09-26,17:29:04,461.8515364,183.7540361,False,False
845,P00301,31.96550728,-104.0174466,ang20190926t172904-F,2019-09-26,17:29:04,117.8560185,26.8966551,False,False
846,P00141,32.22215,-104.133781,ang20190926t174644-A,2019-09-26,17:46:44,260.6479061,68.81200491,False,False
847,P00503,32.06438614,-104.0505943,ang20190926t174644-B,2019-09-26,17:46:44,208.3841477,76.55755861,False,False
848,P00537,31.6060477,-103.6688809,ang20190926t174644-C,2019-09-26,17:46:44,191.2112227,71.00290232,False,False
849,P00342,32.17241601,-104.0745636,ang20190926t180335-A,2019-09-26,18:03:35,118.877459,56.99259491,False,False
850,P00538,32.109372,-104.029867,ang20190926t180335-B,2019-09-26,18:03:35,818.4664113,407.2816809,False,False
851,P00539,31.8959857,-103.8427954,ang20190926t180335-C,2019-09-26,18:03:35,154.7499784,66.26147484,False,False
852,P00202,31.89818408,-103.8195342,ang20190926t180335-D,2019-09-26,18:03:35,270.1892636,208.6094335,False,False
853,P00540,31.724005,-103.71448,ang20190926t180335-E,2019-09-26,18:03:35,265.0963536,67.86627141,False,True
854,P00294,31.63416913,-103.6350216,ang20190926t180335-G,2019-09-26,18:03:35,155.21577,56.39230139,False,False
855,P00541,32.23461,-103.999856,ang20190926t184029-A,2019-09-26,18:40:29,2251.845554,580.5692236,False,False
856,P00132,32.16374226,-103.9485739,ang20190926t184029-B,2019-09-26,18:40:29,125.8877564,28.1601025,False,False
857,P00542,32.03527983,-103.8763002,ang20190926t184029-C,2019-09-26,18:40:29,294.9165636,82.82304396,False,False
858,P00543,32.03432616,-103.8693885,ang20190926t184029-D,2019-09-26,18:40:29,355.3981096,132.4631068,False,False
859,P00544,31.7518931,-103.6384443,ang20190926t184029-E,2019-09-26,18:40:29,508.1478294,213.7865891,False,False
860,P00133,31.740345,-103.63396,ang20190926t184029-F,2019-09-26,18:40:29,108.1804592,15.46248953,False,False
861,P00545,31.6414419,-103.5133286,ang20190926t184029-G,2019-09-26,18:40:29,237.2388159,147.3754961,False,False
862,P00162,32.223413,-103.995738,ang20190926t184029-H,2019-09-26,18:40:29,890.0119327,257.2179287,False,False
863,P00546,32.218327,-104.011801,ang20190926t184029-I,2019-09-26,18:40:29,558.6170736,97.69370866,False,False
864,P00131,32.25275074,-104.0528119,ang20190926t184029-J,2019-09-26,18:40:29,299.5366845,80.11505027,False,True
865,P00210,31.945198,-103.648843,ang20190926t191417-A,2019-09-26,19:14:17,719.2792136,150.9135388,False,False
866,P00126,31.9545958,-103.6766662,ang20190926t191417-B,2019-09-26,19:14:17,592.2450581,80.95498211,False,False
867,P00547,31.96350104,-103.6967396,ang20190926t191417-C,2019-09-26,19:14:17,453.3897237,92.21136673,False,False
868,P00548,31.646892,-103.373824,ang20190926t193117-A,2019-09-26,19:31:17,128.4679051,26.42206606,False,False
869,P00549,32.50745394,-103.672579,ang20190926t213844-A,2019-09-26,21:38:44,169.5962437,65.51654333,False,False
870,P00550,31.775304,-103.352326,ang20190926t221757-A,2019-09-26,22:17:57,691.0449871,297.3240271,False,False
871,P00483,32.297049,-103.738034,ang20190926t223557-A,2019-09-26,22:35:57,390.8180825,97.57718867,False,False
